Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2013,2014,2015,2016,2017,2018
IRN,"Iran, Islamic Rep.",753,Gov't spending score,Value,80.5,85.9,93,93.2,92.7,91.1
IRN,"Iran, Islamic Rep.",754,Business freedom score,Value,65.3,62.3,57,59.3,64.8,64.3
IRN,"Iran, Islamic Rep.",755,Labor freedom score,Value,55,41.7,51.3,49,54.5,58.2
IRN,"Iran, Islamic Rep.",756,Monetary freedom score,Value,58,47.3,48.7,50.6,55.5,59.8
IRN,"Iran, Islamic Rep.",757,Trade freedom score,Value,45.7,41.4,41.4,54.6,54.5,54.5
IRN,"Iran, Islamic Rep.",758,Investment freedom score,Value,0,0,0,0,0,0
IRN,"Iran, Islamic Rep.",759,Financial freedom score,Value,10,10,10,10,10,10
IRQ,Iraq,750,Property rights score,Value,,,,,37.3,36.7
IRQ,Iraq,751,Freedom from corruption score,Value,18,13.7,16,16,,
IRQ,Iraq,752,Fiscal freedom score,Value,,95.5,,,,
IRQ,Iraq,753,Gov't spending score,Value,,40.3,43.8,29.7,36.1,45.4
IRQ,Iraq,754,Business freedom score,Value,47,56.9,57.7,63.2,61.2,59.1
IRQ,Iraq,755,Labor freedom score,Value,70.1,73.4,74.4,68.5,68,69.8
IRQ,Iraq,756,Monetary freedom score,Value,,70,73.6,75,76.9,79.2
ISL,Iceland,747,Index of economic freedom score,Value,72.1,72.4,72,73.3,74.4,77
ISL,Iceland,748,Index of economic freedom score,Rank,23,23,26,20,22,11
ISL,Iceland,749,Index of economic freedom score,Regional Rank,13,13,14,10,12,5
ISL,Iceland,750,Property rights score,Value,90,90,90,90,85,86.7
ISL,Iceland,751,Freedom from corruption score,Value,83,84.2,78,79,,
ISL,Iceland,752,Fiscal freedom score,Value,72.7,72.9,72,73.3,,
ISL,Iceland,753,Gov't spending score,Value,36.2,32.9,32.6,42.1,41.1,44.2
ISL,Iceland,754,Business freedom score,Value,91.5,91.2,90.5,90.1,90.2,89.5
ISL,Iceland,755,Labor freedom score,Value,58.9,59.1,62.2,61.6,62.6,61.8
ISL,Iceland,756,Monetary freedom score,Value,75.8,76,77,79.5,81.2,81.7
ISL,Iceland,757,Trade freedom score,Value,87.8,87.9,88,87.8,88,88.5
ISL,Iceland,758,Investment freedom score,Value,65,70,70,70,80,85
ISL,Iceland,759,Financial freedom score,Value,60,60,60,60,60,70
ISR,Israel,747,Index of economic freedom score,Value,66.9,68.4,70.5,70.7,69.7,72.2
ISR,Israel,748,Index of economic freedom score,Rank,51,44,33,35,36,31
ISR,Israel,749,Index of economic freedom score,Regional Rank,6,5,4,4,3,3
ISR,Israel,750,Property rights score,Value,70,75,75,75,71.9,78.2
ISR,Israel,751,Freedom from corruption score,Value,58,59.3,61,60,,
ISR,Israel,752,Fiscal freedom score,Value,60.2,60.1,61.9,60.6,,
ISR,Israel,753,Gov't spending score,Value,39.3,40.3,47.8,48.8,50.5,51.8
ISR,Israel,754,Business freedom score,Value,66.1,73.2,72.4,70.6,69.9,71.8
ISR,Israel,755,Labor freedom score,Value,63.7,63,67.1,64.6,64.3,65.1
ISR,Israel,756,Monetary freedom score,Value,78.6,80.6,81.6,84.2,84.9,85.3
ISR,Israel,757,Trade freedom score,Value,83,82.9,88.6,88.2,88,85.5
ISR,Israel,758,Investment freedom score,Value,80,80,80,85,75,75
ISR,Israel,759,Financial freedom score,Value,70,70,70,70,70,70
ITA,Italy,747,Index of economic freedom score,Value,60.6,60.9,61.7,61.2,62.5,62.5
ITA,Italy,748,Index of economic freedom score,Rank,83,86,80,86,79,79
ITA,Italy,749,Index of economic freedom score,Regional Rank,36,35,34,36,34,36
ITA,Italy,750,Property rights score,Value,50,50,55,50,74.6,71.2
ITA,Italy,751,Freedom from corruption score,Value,39,38.5,43,43,,
ITA,Italy,752,Fiscal freedom score,Value,55.5,55.5,54.2,55.8,,
ITA,Italy,753,Gov't spending score,Value,25.3,25.6,23.2,22.1,22.3,24.1
ITA,Italy,754,Business freedom score,Value,76.9,75.5,71.9,70.3,69.8,70.3
ITA,Italy,755,Labor freedom score,Value,52,52.5,55.4,53,52.9,50.3
ITA,Italy,756,Monetary freedom score,Value,80.2,78.9,81.2,84.5,86.9,88.2
ITA,Italy,757,Trade freedom score,Value,86.8,87.8,88,88,87,86.9
ITA,Italy,758,Investment freedom score,Value,80,85,85,85,85,85
ITA,Italy,759,Financial freedom score,Value,60,60,60,60,50,50
JAM,Jamaica,747,Index of economic freedom score,Value,66.8,66.7,67.7,67.5,69.5,69.1
JAM,Jamaica,748,Index of economic freedom score,Rank,52,56,48,48,41,40
JAM,Jamaica,749,Index of economic freedom score,Regional Rank,9,10,9,8,6,5
JAM,Jamaica,750,Property rights score,Value,40,40,40,40,58,60.9
JAM,Jamaica,751,Freedom from corruption score,Value,33,33,38,38,,
JAM,Jamaica,752,Fiscal freedom score,Value,77.5,77.2,81.5,81.7,,
JAM,Jamaica,753,Gov't spending score,Value,67.7,69.4,73.2,78,77.5,77.2
JAM,Jamaica,754,Business freedom score,Value,84.3,84.6,85.9,81.3,78.9,78.7
JAM,Jamaica,755,Labor freedom score,Value,69.3,75.6,76.5,72.7,73.7,74.5
JAM,Jamaica,756,Monetary freedom score,Value,76.1,77.3,71.4,77.5,79.5,82
JAM,Jamaica,757,Trade freedom score,Value,75,75.1,75,75.4,75.3,70.8
JAM,Jamaica,758,Investment freedom score,Value,85,85,85,80,80,80
JAM,Jamaica,759,Financial freedom score,Value,60,50,50,50,50,50
JOR,Jordan,747,Index of economic freedom score,Value,70.4,69.2,69.3,68.3,66.7,64.9
JOR,Jordan,748,Index of economic freedom score,Rank,33,39,38,46,53,62
JOR,Jordan,749,Index of economic freedom score,Regional Rank,4,4,5,5,5,5
JOR,Jordan,750,Property rights score,Value,60,60,60,60,60.1,57.6
JOR,Jordan,751,Freedom from corruption score,Value,45,45.6,45,49,,
JOR,Jordan,752,Fiscal freedom score,Value,93.6,94,93.7,91.7,,
JOR,Jordan,753,Gov't spending score,Value,68.8,66.9,70.7,62,73.3,69.4
JOR,Jordan,754,Business freedom score,Value,69.2,62,59.1,64.9,63.9,63
JOR,Jordan,755,Labor freedom score,Value,75.5,72.9,74.4,68.4,58.1,58.9
JOR,Jordan,756,Monetary freedom score,Value,82,81.3,80.6,83.1,86.7,88.7
JOR,Jordan,757,Trade freedom score,Value,79.6,79.6,79.6,73.4,82,82
JOR,Jordan,758,Investment freedom score,Value,70,70,70,70,70,70
JOR,Jordan,759,Financial freedom score,Value,60,60,60,60,60,60
JPN,Japan,747,Index of economic freedom score,Value,71.8,72.4,73.3,73.1,69.6,72.3
JPN,Japan,748,Index of economic freedom score,Rank,24,25,20,22,40,30
JPN,Japan,749,Index of economic freedom score,Regional Rank,6,6,6,6,10,8
JPN,Japan,750,Property rights score,Value,80,80,80,80,89.4,86
JPN,Japan,751,Freedom from corruption score,Value,80,77.8,74,76,,
JPN,Japan,752,Fiscal freedom score,Value,69.2,69.2,68.7,68.5,,
JPN,Japan,753,Gov't spending score,Value,45,47.1,47.1,46.2,52.3,54.1
JPN,Japan,754,Business freedom score,Value,81.3,80,84.1,82.5,82.3,81.7
JPN,Japan,755,Labor freedom score,Value,80.3,79.8,90.2,83.9,77.5,79.2
JPN,Japan,756,Monetary freedom score,Value,90.6,87.5,86.7,81.2,83,85.4
JPN,Japan,757,Trade freedom score,Value,81.8,82.4,82.6,82.6,82.6,82.3
JPN,Japan,758,Investment freedom score,Value,60,70,70,70,70,70
JPN,Japan,759,Financial freedom score,Value,50,50,50,60,60,60
KAZ,Kazakhstan,747,Index of economic freedom score,Value,63,63.7,63.3,63.6,69,69.1
KAZ,Kazakhstan,748,Index of economic freedom score,Rank,68,67,69,68,42,41
KAZ,Kazakhstan,749,Index of economic freedom score,Regional Rank,11,11,11,12,11,11
KAZ,Kazakhstan,750,Property rights score,Value,35,30,25,30,56.1,56
KAZ,Kazakhstan,751,Freedom from corruption score,Value,27,25.7,26,29,,
KAZ,Kazakhstan,752,Fiscal freedom score,Value,93.2,92.9,93.2,93,,
KAZ,Kazakhstan,753,Gov't spending score,Value,84.5,85,85,87.7,85.7,85.3
KAZ,Kazakhstan,754,Business freedom score,Value,71.8,74.4,73.7,72.3,74.5,74.3
KAZ,Kazakhstan,755,Labor freedom score,Value,88.4,86.7,87,82.7,82.5,86.8
KAZ,Kazakhstan,756,Monetary freedom score,Value,72.2,74.4,74.6,74,73.9,68.2
KAZ,Kazakhstan,757,Trade freedom score,Value,78.2,78.2,79,77.4,78.5,75.6
KAZ,Kazakhstan,758,Investment freedom score,Value,30,40,40,40,40,50
KAZ,Kazakhstan,759,Financial freedom score,Value,50,50,50,50,50,50
KEN,Kenya,747,Index of economic freedom score,Value,55.9,57.1,55.6,57.5,53.5,54.7
KEN,Kenya,748,Index of economic freedom score,Rank,114,111,122,115,135,129
KEN,Kenya,749,Index of economic freedom score,Regional Rank,18,17,23,19,27,22
KEN,Kenya,750,Property rights score,Value,30,30,30,30,45.1,47.9
KEN,Kenya,751,Freedom from corruption score,Value,22,21,27,25,,
KEN,Kenya,752,Fiscal freedom score,Value,77.5,78,78,79.4,,
KEN,Kenya,753,Gov't spending score,Value,73.5,74.6,72.1,80.8,77.9,77.5
KEN,Kenya,754,Business freedom score,Value,58,55.8,47.9,48.6,50,55.5
KEN,Kenya,755,Labor freedom score,Value,57.1,64,63.8,62.2,62.4,62.9
KEN,Kenya,756,Monetary freedom score,Value,73.8,74.9,72.8,73.5,73.8,74
KEN,Kenya,757,Trade freedom score,Value,66.7,72.8,64,65.6,67.2,69.8
KEN,Kenya,758,Investment freedom score,Value,50,50,50,60,55,55
KEN,Kenya,759,Financial freedom score,Value,50,50,50,50,50,50
KGZ,Kyrgyz Republic,747,Index of economic freedom score,Value,59.6,61.1,61.3,59.6,61.1,62.8
KGZ,Kyrgyz Republic,748,Index of economic freedom score,Rank,89,85,82,96,89,78
KGZ,Kyrgyz Republic,749,Index of economic freedom score,Regional Rank,15,15,15,19,19,18
KGZ,Kyrgyz Republic,750,Property rights score,Value,20,20,20,20,50.9,50.2
KGZ,Kyrgyz Republic,751,Freedom from corruption score,Value,21,19.2,24,27,,
KGZ,Kyrgyz Republic,752,Fiscal freedom score,Value,94.8,94.6,93.6,93.7,,
KGZ,Kyrgyz Republic,753,Gov't spending score,Value,56.4,60.2,53.2,56.3,55.2,58.2
KGZ,Kyrgyz Republic,754,Business freedom score,Value,73.2,74.2,73.7,65.3,73.7,73.3
KGZ,Kyrgyz Republic,755,Labor freedom score,Value,88.6,83.8,85,80.4,79.8,77.9
KGZ,Kyrgyz Republic,756,Monetary freedom score,Value,66.7,73.7,73.8,68.4,68.5,74.9
KGZ,Kyrgyz Republic,757,Trade freedom score,Value,75.4,75.2,80.2,75,75.3,74.5
KGZ,Kyrgyz Republic,758,Investment freedom score,Value,50,60,60,60,60,60
KGZ,Kyrgyz Republic,759,Financial freedom score,Value,50,50,50,50,50,50
KHM,Cambodia,747,Index of economic freedom score,Value,58.5,57.4,57.5,57.9,59.5,58.7
KHM,Cambodia,748,Index of economic freedom score,Rank,95,108,110,112,94,101
KHM,Cambodia,749,Index of economic freedom score,Regional Rank,16,23,23,24,20,22
KHM,Cambodia,750,Property rights score,Value,30,30,25,25,42.4,36
KHM,Cambodia,751,Freedom from corruption score,Value,21,18.7,20,21,,
KHM,Cambodia,752,Fiscal freedom score,Value,90.9,90.8,90.5,90.5,,
KHM,Cambodia,753,Gov't spending score,Value,88.4,88.4,87.5,87.4,88.1,86.5
KHM,Cambodia,754,Business freedom score,Value,39.4,36.6,29.2,32.3,29.6,30.6
KHM,Cambodia,755,Labor freedom score,Value,54.2,50.2,62.2,62.5,62,57.7
KHM,Cambodia,756,Monetary freedom score,Value,81.3,77.9,78.7,78.1,81,79.7
KHM,Cambodia,757,Trade freedom score,Value,70.2,71,72.2,72.2,80.3,80.3
KHM,Cambodia,758,Investment freedom score,Value,60,60,60,60,60,60
KHM,Cambodia,759,Financial freedom score,Value,50,50,50,50,50,50
KIR,Kiribati,747,Index of economic freedom score,Value,45.9,46.3,46.4,46.2,50.9,50.8
KIR,Kiribati,748,Index of economic freedom score,Rank,163,164,164,165,153,159
KIR,Kiribati,749,Index of economic freedom score,Regional Rank,36,38,39,38,38,40
KIR,Kiribati,750,Property rights score,Value,30,30,30,30,48,45
KIR,Kiribati,751,Freedom from corruption score,Value,31,29.2,29.2,29.2,,
KIR,Kiribati,752,Fiscal freedom score,Value,71.2,71.4,73,73.3,,
KIR,Kiribati,753,Gov't spending score,Value,0,0,0,0,0,0
KIR,Kiribati,754,Business freedom score,Value,59.2,57,56.8,51.6,51.5,53.1
KIR,Kiribati,755,Labor freedom score,Value,78.5,83.6,83.9,83.9,71.9,71.6
KIR,Kiribati,756,Monetary freedom score,Value,78.4,81.3,80.6,81,82,82
KIR,Kiribati,757,Trade freedom score,Value,55.4,55.4,55.4,58.2,58.2,58.2
KIR,Kiribati,758,Investment freedom score,Value,25,25,25,25,25,25
KIR,Kiribati,759,Financial freedom score,Value,30,30,30,30,30,30
KOR,"Korea, Rep.",747,Index of economic freedom score,Value,70.3,71.2,71.5,71.7,74.3,73.8
KOR,"Korea, Rep.",748,Index of economic freedom score,Rank,34,31,29,27,23,27
KOR,"Korea, Rep.",749,Index of economic freedom score,Regional Rank,8,8,7,7,6,7
KOR,"Korea, Rep.",750,Property rights score,Value,70,70,75,70,77.8,79.4
KOR,"Korea, Rep.",751,Freedom from corruption score,Value,54,54,55,55,,
KOR,"Korea, Rep.",752,Fiscal freedom score,Value,73,72.6,72.5,73.8,,
KOR,"Korea, Rep.",753,Gov't spending score,Value,72.8,72.6,67.9,69.7,68.9,68.8
KOR,"Korea, Rep.",754,Business freedom score,Value,93.6,92.8,89.7,91.1,90.6,90.7
KOR,"Korea, Rep.",755,Labor freedom score,Value,48.7,47.8,51.1,50.6,57,58.7
KOR,"Korea, Rep.",756,Monetary freedom score,Value,77.9,79.6,81.6,82.6,84,83.9
KOR,"Korea, Rep.",757,Trade freedom score,Value,72.6,72.6,72.6,74.6,79.5,80.4
KOR,"Korea, Rep.",758,Investment freedom score,Value,70,70,70,70,65,70
KOR,"Korea, Rep.",759,Financial freedom score,Value,70,80,80,80,70,70
KSV,Kosovo,747,Index of economic freedom score,Value,,,,61.4,67.9,66.6
KSV,Kosovo,748,Index of economic freedom score,Rank,,,,84,46,56
KSV,Kosovo,749,Index of economic freedom score,Regional Rank,,,,35,22,27
KSV,Kosovo,750,Property rights score,Value,30,30,30,30,70.3,52.3
KSV,Kosovo,751,Freedom from corruption score,Value,29,28.6,33,33,,
KSV,Kosovo,752,Fiscal freedom score,Value,93.5,92.7,,93.6,,
KSV,Kosovo,753,Gov't spending score,Value,73,73,73.9,76.8,77.8,77.9
KSV,Kosovo,754,Business freedom score,Value,52.4,58.1,66.8,69.3,68.8,72.6
KSV,Kosovo,755,Labor freedom score,Value,77.7,71.3,72.1,66.3,65.3,58.3
KSV,Kosovo,756,Monetary freedom score,Value,,72.7,74.9,78.9,80,81.2
KSV,Kosovo,757,Trade freedom score,Value,,,,70.8,70.8,70.8
KSV,Kosovo,758,Investment freedom score,Value,65,65,65,65,65,65
KSV,Kosovo,759,Financial freedom score,Value,,,,30,30,30
KWT,Kuwait,747,Index of economic freedom score,Value,63.1,62.3,62.5,62.7,65.1,62.2
KWT,Kuwait,748,Index of economic freedom score,Rank,66,76,74,74,61,81
KWT,Kuwait,749,Index of economic freedom score,Regional Rank,7,7,7,7,6,6
KWT,Kuwait,750,Property rights score,Value,50,50,45,45,55.5,52
KWT,Kuwait,751,Freedom from corruption score,Value,46,43.7,43,44,,
KWT,Kuwait,752,Fiscal freedom score,Value,99.9,97.7,97.7,97.7,,
KWT,Kuwait,753,Gov't spending score,Value,61.5,55.6,61.1,57.7,40.8,20.5
KWT,Kuwait,754,Business freedom score,Value,57.7,57.7,58.6,63.4,61.2,57.2
KWT,Kuwait,755,Labor freedom score,Value,62.8,63.6,64.2,62.7,61.5,61.5
KWT,Kuwait,756,Monetary freedom score,Value,71.6,73.2,74,74.2,73.6,73.7
KWT,Kuwait,757,Trade freedom score,Value,76.8,76.7,76.2,77.2,78.7,79.1
KWT,Kuwait,758,Investment freedom score,Value,55,55,55,55,55,55
KWT,Kuwait,759,Financial freedom score,Value,50,50,50,50,60,60
LAO,Lao PDR,747,Index of economic freedom score,Value,50.1,51.2,51.4,49.8,,
LAO,Lao PDR,748,Index of economic freedom score,Rank,144,144,150,155,,
LAO,Lao PDR,749,Index of economic freedom score,Regional Rank,33,31,33,35,,
LAO,Lao PDR,750,Property rights score,Value,15,15,15,15,,
LAO,Lao PDR,751,Freedom from corruption score,Value,22,18.6,26,25,,
LAO,Lao PDR,752,Fiscal freedom score,Value,79.7,86.6,86.2,86.1,,
LAO,Lao PDR,753,Gov't spending score,Value,85.8,86.7,86.8,73.8,,
LAO,Lao PDR,754,Business freedom score,Value,62.1,60.7,59.5,55.9,,
LAO,Lao PDR,755,Labor freedom score,Value,54.7,54.9,57.1,57.6,,
LAO,Lao PDR,756,Monetary freedom score,Value,73,75.5,74.5,71.3,,
LAO,Lao PDR,757,Trade freedom score,Value,58.7,58.6,58.6,58.6,,
LAO,Lao PDR,758,Investment freedom score,Value,30,35,30,35,,
LAO,Lao PDR,759,Financial freedom score,Value,20,20,20,20,,
LBN,Lebanon,747,Index of economic freedom score,Value,59.5,59.4,59.3,59.5,53.3,53.2
LBN,Lebanon,748,Index of economic freedom score,Rank,91,96,94,98,137,140
LBN,Lebanon,749,Index of economic freedom score,Regional Rank,10,9,10,10,11,12
LBN,Lebanon,750,Property rights score,Value,20,20,20,20,43.8,39.7
LBN,Lebanon,751,Freedom from corruption score,Value,25,24.5,28,27,,
LBN,Lebanon,752,Fiscal freedom score,Value,90.8,90.9,91.3,91.3,,
LBN,Lebanon,753,Gov't spending score,Value,74.6,73.7,70.6,75.7,76.1,78.2
LBN,Lebanon,754,Business freedom score,Value,50.3,55.6,54.7,59.1,51.5,48.8
LBN,Lebanon,755,Labor freedom score,Value,57.2,58.7,60.7,57.3,49.5,44.2
LBN,Lebanon,756,Monetary freedom score,Value,76.5,74.5,72,79,78.4,81.9
LBN,Lebanon,757,Trade freedom score,Value,80.4,75.8,75.8,75.8,84.4,84.5
LBN,Lebanon,758,Investment freedom score,Value,60,60,60,60,65,65
LBN,Lebanon,759,Financial freedom score,Value,60,60,60,50,50,50
LBR,Liberia,747,Index of economic freedom score,Value,49.3,52.4,52.7,52.2,49.1,50.9
LBR,Liberia,748,Index of economic freedom score,Rank,147,138,141,143,161,158
LBR,Liberia,749,Index of economic freedom score,Regional Rank,33,30,31,34,38,35
LBR,Liberia,750,Property rights score,Value,30,30,25,25,33.6,28.2
LBR,Liberia,751,Freedom from corruption score,Value,32,33.8,38,37,,
LBR,Liberia,752,Fiscal freedom score,Value,76.6,83.6,83,83.8,,
LBR,Liberia,753,Gov't spending score,Value,77.8,70.5,69.9,67.7,60.1,59.4
LBR,Liberia,754,Business freedom score,Value,56.5,62.3,60.1,55.1,53.1,53.1
LBR,Liberia,755,Labor freedom score,Value,47.2,47,43.9,44.5,48.5,59.5
LBR,Liberia,756,Monetary freedom score,Value,72,72.9,72.7,71,71.8,71.4
LBR,Liberia,757,Trade freedom score,Value,61.4,64.1,74.4,72.8,60.1,72.8
LBR,Liberia,758,Investment freedom score,Value,20,40,40,45,50,55
LBR,Liberia,759,Financial freedom score,Value,20,20,20,20,20,20
LBY,Libya,750,Property rights score,Value,10,10,10,10,6.8,5.2
LBY,Libya,751,Freedom from corruption score,Value,20,18.3,15,18,,
LBY,Libya,752,Fiscal freedom score,Value,,95,95,95,,
LBY,Libya,753,Gov't spending score,Value,,0,37.5,0,0,0
LBY,Libya,754,Business freedom score,Value,,50.1,46.8,55.5,65,63.5
LBY,Libya,755,Labor freedom score,Value,,77.9,66.7,63.1,52.5,45.9
LBY,Libya,756,Monetary freedom score,Value,64.8,66.9,71.4,74,69.2,56.2
LBY,Libya,757,Trade freedom score,Value,85,,80,,80,80
LBY,Libya,758,Investment freedom score,Value,10,5,5,5,,5
LBY,Libya,759,Financial freedom score,Value,20,20,20,,,
LCA,St. Lucia,747,Index of economic freedom score,Value,70.4,70.7,70.2,70,,
LCA,St. Lucia,748,Index of economic freedom score,Rank,32,33,35,38,,
LCA,St. Lucia,749,Index of economic freedom score,Regional Rank,2,2,3,4,,
LCA,St. Lucia,750,Property rights score,Value,70,70,70,70,,
LCA,St. Lucia,751,Freedom from corruption score,Value,70,70.6,71,71,,
LCA,St. Lucia,752,Fiscal freedom score,Value,76.9,75.7,77.7,76.9,,
LCA,St. Lucia,753,Gov't spending score,Value,63.6,63.6,65.8,70.6,,
LCA,St. Lucia,754,Business freedom score,Value,85.3,83.1,75.6,77.6,,
LCA,St. Lucia,755,Labor freedom score,Value,76.4,84.5,79.8,76.2,,
LCA,St. Lucia,756,Monetary freedom score,Value,84.7,82.7,85.5,80.3,,
LCA,St. Lucia,757,Trade freedom score,Value,71.9,71.9,72,72,,
LCA,St. Lucia,758,Investment freedom score,Value,65,65,65,65,,
LCA,St. Lucia,759,Financial freedom score,Value,40,40,40,40,,
LIE,Liechtenstein,754,Business freedom score,Value,70,,,,92.3,
LIE,Liechtenstein,755,Labor freedom score,Value,,,,,85.7,
LIE,Liechtenstein,757,Trade freedom score,Value,90,90,90,90,90,90
LIE,Liechtenstein,758,Investment freedom score,Value,,85,85,85,85,85
LIE,Liechtenstein,759,Financial freedom score,Value,80,80,80,80,80,80
LKA,Sri Lanka,747,Index of economic freedom score,Value,60.7,60,58.6,59.9,57.4,57.8
LKA,Sri Lanka,748,Index of economic freedom score,Rank,81,90,101,93,112,111
LKA,Sri Lanka,749,Index of economic freedom score,Regional Rank,13,17,21,17,25,25
LKA,Sri Lanka,750,Property rights score,Value,40,40,35,40,48,46.5
LKA,Sri Lanka,751,Freedom from corruption score,Value,33,33.4,37,38,,
LKA,Sri Lanka,752,Fiscal freedom score,Value,84.7,84.9,85,85.1,,
LKA,Sri Lanka,753,Gov't spending score,Value,86.5,86.3,88.4,90,90.2,89.3
LKA,Sri Lanka,754,Business freedom score,Value,77,74.4,72.5,70.3,72.8,76.2
LKA,Sri Lanka,755,Labor freedom score,Value,60.8,59.2,58.7,56.5,57.5,60.1
LKA,Sri Lanka,756,Monetary freedom score,Value,69.1,68,68.2,71.5,76,74
LKA,Sri Lanka,757,Trade freedom score,Value,76.2,73.6,71.6,72.4,74.5,74.5
LKA,Sri Lanka,758,Investment freedom score,Value,40,40,30,35,35,40
LKA,Sri Lanka,759,Financial freedom score,Value,40,40,40,40,40,40
LSO,Lesotho,747,Index of economic freedom score,Value,47.9,49.5,49.6,50.6,53.9,53.9
LSO,Lesotho,748,Index of economic freedom score,Rank,155,154,155,152,134,136
LSO,Lesotho,749,Index of economic freedom score,Regional Rank,38,37,38,38,26,25
LSO,Lesotho,750,Property rights score,Value,40,40,35,30,51.6,49.4
LSO,Lesotho,751,Freedom from corruption score,Value,35,37.1,49,49,,
LSO,Lesotho,752,Fiscal freedom score,Value,48.2,67.4,68.5,59.1,,
LSO,Lesotho,753,Gov't spending score,Value,0,0,0,0,0,23.8
LSO,Lesotho,754,Business freedom score,Value,63.7,54,54.7,53.3,52.2,52.9
LSO,Lesotho,755,Labor freedom score,Value,62.8,62.4,63.9,62.1,57.7,58.9
LSO,Lesotho,756,Monetary freedom score,Value,75.7,75.5,75.2,76.9,76.4,74.2
LSO,Lesotho,757,Trade freedom score,Value,69.1,68.6,64.6,85.8,80.2,68.5
LSO,Lesotho,758,Investment freedom score,Value,45,50,45,50,50,55
LSO,Lesotho,759,Financial freedom score,Value,40,40,40,40,40,40
LTU,Lithuania,747,Index of economic freedom score,Value,72.1,73,74.7,75.2,75.8,75.3
LTU,Lithuania,748,Index of economic freedom score,Rank,22,21,15,13,16,19
LTU,Lithuania,749,Index of economic freedom score,Regional Rank,12,11,6,6,8,11
LTU,Lithuania,750,Property rights score,Value,60,60,60,65,73,73.8
LTU,Lithuania,751,Freedom from corruption score,Value,48,49.9,57,58,,
LTU,Lithuania,752,Fiscal freedom score,Value,92.8,92.9,92.9,92.9,,
LTU,Lithuania,753,Gov't spending score,Value,53.6,55.9,61.3,63.8,64.1,63.9
LTU,Lithuania,754,Business freedom score,Value,77.6,85.7,84.9,80,79.1,73.4
LTU,Lithuania,755,Labor freedom score,Value,64.1,59,62,60,63.6,64.5
LTU,Lithuania,756,Monetary freedom score,Value,78.3,78.6,81.2,84.6,90,89.9
LTU,Lithuania,757,Trade freedom score,Value,86.8,87.8,88,88,87,86.9
LTU,Lithuania,758,Investment freedom score,Value,80,80,80,80,70,80
LTU,Lithuania,759,Financial freedom score,Value,80,80,80,80,70,70
LUX,Luxembourg,747,Index of economic freedom score,Value,74.2,74.2,73.2,73.9,75.9,76.4
LUX,Luxembourg,748,Index of economic freedom score,Rank,15,16,21,19,14,14
LUX,Luxembourg,749,Index of economic freedom score,Regional Rank,6,7,10,9,6,7
LUX,Luxembourg,750,Property rights score,Value,90,90,90,90,85.8,82.7
LUX,Luxembourg,751,Freedom from corruption score,Value,85,84.1,80,82,,
LUX,Luxembourg,752,Fiscal freedom score,Value,65,62.8,62.3,61.1,,
LUX,Luxembourg,753,Gov't spending score,Value,47.1,47.6,42.2,43,46,48.5
LUX,Luxembourg,754,Business freedom score,Value,74.8,72.6,71.3,73.7,68.6,69.2
LUX,Luxembourg,755,Labor freedom score,Value,39,43.1,42.1,42.6,43.8,46.2
LUX,Luxembourg,756,Monetary freedom score,Value,79.3,78.9,80.7,83.2,86.2,87.6
LUX,Luxembourg,757,Trade freedom score,Value,86.8,87.8,88,88,87,86.9
LUX,Luxembourg,758,Investment freedom score,Value,95,95,95,95,95,95
LUX,Luxembourg,759,Financial freedom score,Value,80,80,80,80,80,80
LVA,Latvia,747,Index of economic freedom score,Value,66.5,68.7,69.7,70.4,74.8,73.6
LVA,Latvia,748,Index of economic freedom score,Rank,55,42,37,36,20,28
LVA,Latvia,749,Index of economic freedom score,Regional Rank,25,19,17,17,11,16
LVA,Latvia,750,Property rights score,Value,50,50,50,50,72.6,68.3
LVA,Latvia,751,Freedom from corruption score,Value,42,43.6,53,55,,
LVA,Latvia,752,Fiscal freedom score,Value,84.4,84.6,84.4,84.8,,
LVA,Latvia,753,Gov't spending score,Value,53.6,54.9,59.2,58.4,57.4,59
LVA,Latvia,754,Business freedom score,Value,75.7,82.5,82.1,78.6,79.8,80.1
LVA,Latvia,755,Labor freedom score,Value,64.4,68.5,61.5,59.5,72,72.5
LVA,Latvia,756,Monetary freedom score,Value,78.3,79.7,83.8,84.8,86.5,87.3
LVA,Latvia,757,Trade freedom score,Value,86.8,87.8,88,88,87,86.9
LVA,Latvia,758,Investment freedom score,Value,80,85,85,85,75,85
LVA,Latvia,759,Financial freedom score,Value,50,50,50,60,60,60
MAC,"Macao SAR, China",747,Index of economic freedom score,Value,71.7,71.3,70.3,70.1,70.7,70.9
MAC,"Macao SAR, China",748,Index of economic freedom score,Rank,26,29,34,37,32,34
MAC,"Macao SAR, China",749,Index of economic freedom score,Regional Rank,7,7,9,9,8,9
MAC,"Macao SAR, China",750,Property rights score,Value,60,60,60,60,60,60
MAC,"Macao SAR, China",751,Freedom from corruption score,Value,51,49.7,49.7,49.7,,
MAC,"Macao SAR, China",752,Fiscal freedom score,Value,73.5,71.4,71.8,73.1,,
MAC,"Macao SAR, China",753,Gov't spending score,Value,91.5,91.7,91.8,93.9,92.8,91
MAC,"Macao SAR, China",754,Business freedom score,Value,60,60,60,60,60,60
MAC,"Macao SAR, China",755,Labor freedom score,Value,55,55,50,50,50,50
